Timestamp,PlaybackTime,VideoFrame,HeadYaw,HeadPitch,HeadRoll,GazeYaw,GazePitch,GazeRelativeH,GazeRelativeV,EyeHeadOffset,AbsoluteGazeYaw,AbsoluteGazePitch,LeftOpenness,RightOpenness,BlinkL,BlinkR,FaceIsValid,SmileL,SmileR,BrowDownL,BrowDownR,JawOpen,EyeClosedL,EyeClosedR,FaceActivity
6.7562,6.433,193,30.1864,9.7486,8.2746,46.8881,-35.4746,16.7017,-45.2232,48.2088,46.8881,-35.4746,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.7695,6.467,194,30.1849,9.7807,8.3257,46.8881,-35.4746,16.7032,-45.2553,48.2394,46.8881,-35.4746,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.7837,6.467,194,30.1889,9.7999,8.3577,47.1059,-35.7411,16.9170,-45.5410,48.5816,47.1059,-35.7411,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.7972,6.467,194,30.1921,9.8121,8.3688,47.1059,-35.7411,16.9138,-45.5532,48.5919,47.1059,-35.7411,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8126,6.500,195,30.1796,9.8335,8.3897,46.8580,-36.1553,16.6783,-45.9888,48.9197,46.8580,-36.1553,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8252,6.500,195,30.1638,9.8745,8.4259,46.8580,-36.1553,16.6942,-46.0298,48.9637,46.8580,-36.1553,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8398,6.533,196,30.1402,9.9409,8.4789,46.8580,-36.1553,16.7178,-46.0962,49.0341,46.8580,-36.1553,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8530,6.533,196,30.1164,10.0141,8.5196,46.5163,-35.9748,16.3999,-45.9889,48.8255,46.5163,-35.9748,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8663,6.567,197,30.1007,10.0752,8.5524,46.5163,-35.9748,16.4155,-46.0500,48.8883,46.5163,-35.9748,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8812,6.567,197,30.0839,10.1102,8.5782,44.1594,-35.3932,14.0755,-45.5034,47.6307,44.1594,-35.3932,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.8948,6.567,197,30.0809,10.1314,8.5897,44.1594,-35.3932,14.0785,-45.5246,47.6518,44.1594,-35.3932,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9097,6.600,198,30.0769,10.1347,8.5875,44.1594,-35.3932,14.0825,-45.5279,47.6562,44.1594,-35.3932,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9222,6.600,198,30.0835,10.1377,8.5914,44.1344,-35.3327,14.0509,-45.4704,47.5918,44.1344,-35.3327,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9357,6.633,199,30.0971,10.1335,8.5913,44.1344,-35.3327,14.0373,-45.4662,47.5838,44.1344,-35.3327,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9492,6.633,199,30.1171,10.1363,8.5927,43.9563,-35.5823,13.8392,-45.7186,47.7672,43.9563,-35.5823,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9629,6.633,199,30.1502,10.1686,8.5933,43.9563,-35.5823,13.8061,-45.7509,47.7886,43.9563,-35.5823,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9795,6.667,200,30.1816,10.2176,8.5879,44.2083,-36.4761,14.0267,-46.6937,48.7550,44.2083,-36.4761,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
6.9924,6.667,200,30.2217,10.2601,8.5861,44.2083,-36.4761,13.9866,-46.7361,48.7841,44.2083,-36.4761,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0061,6.700,201,30.2554,10.2968,8.5863,44.2083,-36.4761,13.9529,-46.7729,48.8097,44.2083,-36.4761,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0195,6.700,201,30.2879,10.3049,8.5735,44.2838,-36.5915,13.9959,-46.8964,48.9403,44.2838,-36.5915,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0341,6.733,202,30.3096,10.2932,8.5584,44.2838,-36.5915,13.9742,-46.8846,48.9229,44.2838,-36.5915,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0479,6.733,202,30.3242,10.2687,8.5358,44.2034,-36.7003,13.8792,-46.9689,48.9767,44.2034,-36.7003,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0610,6.733,202,30.3205,10.2311,8.5053,44.2034,-36.7003,13.8830,-46.9314,48.9417,44.2034,-36.7003,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0763,6.767,203,30.3173,10.2004,8.4830,44.2034,-36.7003,13.8861,-46.9006,48.9131,44.2034,-36.7003,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.0891,6.767,203,30.3093,10.1759,8.4608,43.2370,-36.6518,12.9278,-46.8277,48.5795,43.2370,-36.6518,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.1027,6.800,204,30.2929,10.1502,8.4570,43.2370,-36.6518,12.9441,-46.8020,48.5590,43.2370,-36.6518,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.1168,6.800,204,30.2744,10.1258,8.4647,33.6783,-34.3270,3.4040,-44.4528,44.5830,33.6783,-34.3270,0.6720,0.6453,0,0,1,0.060,0.060,0.251,0.213,0.010,0.012,0.039,0.0672
7.1299,6.800,204,30.2466,10.1004,8.4697,33.6783,-34.3270,3.4318,-44.4274,44.5597,33.6783,-34.3270,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.1443,6.833,205,30.2063,10.0837,8.4785,33.6783,-34.3270,3.4721,-44.4108,44.5463,33.6783,-34.3270,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.1584,6.833,205,30.1615,10.0751,8.4761,30.0206,-32.2662,-0.1409,-42.3413,42.3415,30.0206,-32.2662,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.1733,6.867,206,30.1066,10.0665,8.4590,30.0206,-32.2662,-0.0860,-42.3327,42.3328,30.0206,-32.2662,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.1859,6.867,206,30.0463,10.0623,8.4371,29.7469,-31.0921,-0.2994,-41.1544,41.1555,29.7469,-31.0921,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.1990,6.900,207,29.9797,10.0439,8.4226,29.7469,-31.0921,-0.2328,-41.1360,41.1367,29.7469,-31.0921,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2145,6.900,207,29.8938,10.0348,8.4343,28.9983,-30.7110,-0.8956,-40.7458,40.7557,28.9983,-30.7110,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2281,6.900,207,29.7930,10.0155,8.4492,28.9983,-30.7110,-0.7948,-40.7266,40.7343,28.9983,-30.7110,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2424,6.933,208,29.6877,9.9970,8.4588,28.9983,-30.7110,-0.6894,-40.7080,40.7139,28.9983,-30.7110,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2562,6.933,208,29.5671,9.9596,8.4581,25.7938,-30.0944,-3.7733,-40.0540,40.2313,25.7938,-30.0944,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2701,6.967,209,29.4422,9.9366,8.4580,25.7938,-30.0944,-3.6484,-40.0309,40.1969,25.7938,-30.0944,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2836,6.967,209,29.3150,9.9167,8.4385,21.6419,-25.7027,-7.6731,-35.6194,36.4365,21.6419,-25.7027,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.2966,6.967,209,29.1851,9.9110,8.4022,21.6419,-25.7027,-7.5432,-35.6137,36.4038,21.6419,-25.7027,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3123,7.000,210,29.0559,9.9101,8.3482,21.3563,-25.6473,-7.6996,-35.5575,36.3816,21.3563,-25.6473,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3254,7.000,210,28.9260,9.9002,8.2900,21.3563,-25.6473,-7.5697,-35.5475,36.3445,21.3563,-25.6473,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3397,7.033,211,28.8033,9.8778,8.2391,21.3563,-25.6473,-7.4471,-35.5251,36.2973,21.3563,-25.6473,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3530,7.033,211,28.6830,9.8336,8.1922,21.7159,-25.9793,-6.9670,-35.8130,36.4843,21.7159,-25.9793,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3662,7.067,212,28.5636,9.7490,8.1409,21.7159,-25.9793,-6.8477,-35.7283,36.3786,21.7159,-25.9793,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3810,7.067,212,28.5029,9.6091,8.0723,21.8290,-26.0755,-6.6739,-35.6846,36.3034,21.8290,-26.0755,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.3947,7.067,212,28.4956,9.4464,8.0081,21.8290,-26.0755,-6.6666,-35.5219,36.1421,21.8290,-26.0755,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4095,7.100,213,28.5174,9.2742,7.9670,21.8290,-26.0755,-6.6884,-35.3497,35.9768,21.8290,-26.0755,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4226,7.100,213,28.5599,9.1479,7.9417,22.8257,-26.1774,-5.7342,-35.3253,35.7877,22.8257,-26.1774,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4365,7.133,214,28.6035,9.0392,7.9007,22.8257,-26.1774,-5.7778,-35.2166,35.6874,22.8257,-26.1774,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4496,7.133,214,28.6198,8.9722,7.8463,23.2669,-26.5458,-5.3529,-35.5180,35.9191,23.2669,-26.5458,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4628,7.133,214,28.6124,8.9241,7.7824,23.2669,-26.5458,-5.3455,-35.4700,35.8705,23.2669,-26.5458,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4789,7.167,215,28.5874,8.8951,7.6958,27.0094,-27.1374,-1.5779,-36.0324,36.0670,27.0094,-27.1374,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.4923,7.167,215,28.5551,8.8642,7.6189,27.0094,-27.1374,-1.5457,-36.0015,36.0347,27.0094,-27.1374,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5068,7.200,216,28.5168,8.8327,7.5414,27.0094,-27.1374,-1.5074,-35.9700,36.0016,27.0094,-27.1374,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5193,7.200,216,28.4536,8.7891,7.4556,34.4245,-27.5375,5.9709,-36.3266,36.8140,34.4245,-27.5375,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5339,7.233,217,28.3679,8.7364,7.3683,34.4245,-27.5375,6.0566,-36.2739,36.7761,34.4245,-27.5375,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5476,7.233,217,28.2617,8.6712,7.2612,41.7969,-28.0942,13.5352,-36.7654,39.1777,41.7969,-28.0942,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5608,7.233,217,28.1602,8.5943,7.1357,41.7969,-28.0942,13.6367,-36.6884,39.1408,41.7969,-28.0942,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5759,7.267,218,28.0738,8.5072,7.0158,41.7969,-28.0942,13.7231,-36.6014,39.0895,41.7969,-28.0942,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.5891,7.267,218,27.9873,8.4293,6.9358,42.6398,-27.7810,14.6526,-36.2103,39.0626,42.6398,-27.7810,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6029,7.300,219,27.9124,8.3650,6.8911,42.6398,-27.7810,14.7274,-36.1460,39.0311,42.6398,-27.7810,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6172,7.300,219,27.8556,8.3097,6.8691,42.3142,-27.6723,14.4585,-35.9820,38.7782,42.3142,-27.6723,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6301,7.300,219,27.7968,8.2519,6.8464,42.3142,-27.6723,14.5174,-35.9242,38.7466,42.3142,-27.6723,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6451,7.333,220,27.7465,8.1877,6.8456,42.3010,-28.5014,14.5544,-36.6891,39.4705,42.3010,-28.5014,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6587,7.333,220,27.6979,8.1291,6.8496,42.3010,-28.5014,14.6030,-36.6305,39.4340,42.3010,-28.5014,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6730,7.367,221,27.6598,8.0791,6.8562,42.3010,-28.5014,14.6411,-36.5804,39.4017,42.3010,-28.5014,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6866,7.367,221,27.6353,8.0508,6.8793,41.7832,-28.4409,14.1479,-36.4917,39.1383,41.7832,-28.4409,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.6997,7.400,222,27.6223,8.0426,6.9070,41.7832,-28.4409,14.1609,-36.4835,39.1354,41.7832,-28.4409,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7144,7.400,222,27.6197,8.0544,6.9171,41.3825,-28.0563,13.7628,-36.1107,38.6445,41.3825,-28.0563,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7278,7.400,222,27.6226,8.0619,6.9035,41.3825,-28.0563,13.7599,-36.1182,38.6505,41.3825,-28.0563,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7426,7.433,223,27.6303,8.0807,6.8302,41.3825,-28.0563,13.7522,-36.1370,38.6653,41.3825,-28.0563,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7561,7.433,223,27.6267,8.0795,6.7570,33.0049,-28.0327,5.3782,-36.1121,36.5104,33.0049,-28.0327,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7700,7.467,224,27.6213,8.0756,6.6806,33.0049,-28.0327,5.3836,-36.1083,36.5074,33.0049,-28.0327,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7836,7.467,224,27.6252,8.0557,6.6389,32.5659,-26.8385,4.9408,-34.8942,35.2423,32.5659,-26.8385,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.7979,7.467,224,27.6509,8.0385,6.6316,32.5659,-26.8385,4.9151,-34.8770,35.2216,32.5659,-26.8385,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8130,7.500,225,27.6787,8.0216,6.6496,32.1754,-26.4914,4.4967,-34.5130,34.8047,32.1754,-26.4914,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8254,7.500,225,27.7169,8.0132,6.6832,32.1754,-26.4914,4.4585,-34.5046,34.7915,32.1754,-26.4914,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8395,7.533,226,27.7481,8.0046,6.7037,32.1754,-26.4914,4.4273,-34.4959,34.7789,32.1754,-26.4914,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8535,7.533,226,27.7747,7.9861,6.7203,32.4887,-26.3721,4.7141,-34.3582,34.6801,32.4887,-26.3721,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8667,7.567,227,27.7994,7.9621,6.7321,32.4887,-26.3721,4.6893,-34.3341,34.6529,32.4887,-26.3721,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8809,7.567,227,27.8015,7.9075,6.7544,32.2581,-26.2245,4.4566,-34.1320,34.4218,32.2581,-26.2245,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.8943,7.567,227,27.7766,7.8061,6.7831,32.2581,-26.2245,4.4815,-34.0306,34.3244,32.2581,-26.2245,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9093,7.600,228,27.7430,7.6699,6.8144,32.2581,-26.2245,4.5151,-33.8944,34.1938,32.2581,-26.2245,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9224,7.600,228,27.6896,7.4972,6.8377,28.4761,-24.5455,0.7865,-32.0426,32.0523,28.4761,-24.5455,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9365,7.633,229,27.6260,7.3104,6.8519,28.4761,-24.5455,0.8501,-31.8558,31.8672,28.4761,-24.5455,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9497,7.633,229,27.5478,7.0990,6.8363,22.9648,-20.2060,-4.5830,-27.3051,27.6870,22.9648,-20.2060,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9629,7.633,229,27.4644,6.8726,6.8050,22.9648,-20.2060,-4.4997,-27.0787,27.4500,22.9648,-20.2060,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9785,7.667,230,27.3541,6.6363,6.7499,22.5629,-19.8135,-4.7912,-26.4498,26.8802,22.5629,-19.8135,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
7.9923,7.667,230,27.2236,6.3811,6.6809,22.5629,-19.8135,-4.6607,-26.1946,26.6060,22.5629,-19.8135,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
8.0060,7.700,231,27.0785,6.1106,6.6098,22.5629,-19.8135,-4.5156,-25.9241,26.3144,22.5629,-19.8135,0.7665,0.6736,0,0,1,0.011,0.011,0.264,0.242,0.000,0.004,0.097,0.0716
8.0195,7.700,231,26.9225,5.8052,6.5318,22.6956,-20.0060,-4.2269,-25.8111,26.1550,22.6956,-20.0060,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.0339,7.733,232,26.7562,5.4891,6.4624,22.6956,-20.0060,-4.0606,-25.4951,25.8164,22.6956,-20.0060,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.0477,7.733,232,26.5885,5.1649,6.3741,22.6610,-19.4819,-3.9275,-24.6468,24.9577,22.6610,-19.4819,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.0612,7.733,232,26.4083,4.8382,6.2684,22.6610,-19.4819,-3.7473,-24.3201,24.6071,22.6610,-19.4819,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.0761,7.767,233,26.2380,4.5256,6.1320,22.6610,-19.4819,-3.5770,-24.0075,24.2725,22.6610,-19.4819,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.0892,7.767,233,26.0575,4.1922,5.9995,23.0393,-19.9274,-3.0183,-24.1195,24.3076,23.0393,-19.9274,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1029,7.800,234,25.8584,3.8523,5.8571,23.0393,-19.9274,-2.8191,-23.7796,23.9462,23.0393,-19.9274,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1171,7.800,234,25.6583,3.5076,5.7236,22.8153,-19.1251,-2.8430,-22.6327,22.8106,22.8153,-19.1251,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1299,7.800,234,25.4553,3.1746,5.5913,22.8153,-19.1251,-2.6400,-22.2997,22.4554,22.8153,-19.1251,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1451,7.833,235,25.2624,2.8681,5.4677,23.2902,-16.2316,-1.9722,-19.0998,19.2013,23.2902,-16.2316,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1587,7.833,235,25.0836,2.5920,5.3651,23.2902,-16.2316,-1.7934,-18.8236,18.9089,23.2902,-16.2316,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1737,7.867,236,24.9191,2.3301,5.2853,23.2902,-16.2316,-1.6289,-18.5618,18.6331,23.2902,-16.2316,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.1868,7.867,236,24.7729,2.0717,5.2259,23.5830,-14.5563,-1.1899,-16.6281,16.6706,23.5830,-14.5563,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2008,7.900,237,24.6342,1.8078,5.1638,23.5830,-14.5563,-1.0512,-16.3641,16.3979,23.5830,-14.5563,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2148,7.900,237,24.5068,1.5364,5.1084,23.8400,-10.0764,-0.6668,-11.6128,11.6319,23.8400,-10.0764,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2280,7.900,237,24.3968,1.2568,5.0578,23.8400,-10.0764,-0.5568,-11.3332,11.3469,23.8400,-10.0764,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2422,7.933,238,24.2862,0.9706,5.0094,23.8400,-10.0764,-0.4462,-11.0470,11.0560,23.8400,-10.0764,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2562,7.933,238,24.1855,0.6777,4.9802,24.7171,-9.3198,0.5315,-9.9975,10.0117,24.7171,-9.3198,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2697,7.967,239,24.0998,0.4045,4.9668,24.7171,-9.3198,0.6173,-9.7243,9.7439,24.7171,-9.3198,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2834,7.967,239,24.0139,0.1421,4.9761,24.4453,-8.8152,0.4314,-8.9572,8.9676,24.4453,-8.8152,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.2968,7.967,239,23.9254,-0.1184,5.0308,24.4453,-8.8152,0.5199,-8.6967,8.7123,24.4453,-8.8152,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3120,8.000,240,23.8456,-0.3588,5.0744,26.5761,-8.0951,2.7305,-7.7363,8.2040,26.5761,-8.0951,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3253,8.000,240,23.7731,-0.6189,5.1051,26.5761,-8.0951,2.8030,-7.4761,7.9843,26.5761,-8.0951,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3394,8.033,241,23.7031,-0.8967,5.1123,26.5761,-8.0951,2.8730,-7.1984,7.7505,26.5761,-8.0951,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3533,8.033,241,23.6559,-1.2092,5.1184,27.3933,-8.6888,3.7374,-7.4796,8.3614,27.3933,-8.6888,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3663,8.067,242,23.6212,-1.5321,5.1380,27.3933,-8.6888,3.7721,-7.1567,8.0899,27.3933,-8.6888,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3809,8.067,242,23.5845,-1.8709,5.1640,27.3348,-8.4965,3.7503,-6.6257,7.6134,27.3348,-8.4965,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.3947,8.067,242,23.5561,-2.1913,5.1825,27.3348,-8.4965,3.7787,-6.3052,7.3508,27.3348,-8.4965,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.4099,8.100,243,23.5754,-2.4980,5.1735,27.3348,-8.4965,3.7594,-5.9985,7.0792,27.3348,-8.4965,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
8.4224,8.100,243,23.6481,-2.7867,5.2054,27.4037,-8.4015,3.7557,-5.6148,6.7551,27.4037,-8.4015,0.9580,0.9408,0,0,1,0.011,0.001,0.043,0.078,0.007,0.000,0.017,0.0273
